shipment_id,shipment_time,weather_condition,geopolitical_event,supplier_reliability,transportation_mode,route_risk,delay
SHIP_2510,13,Storm,None,0.3,Rail,2,6
SHIP_2511,11,Clear,Tariff,0.54,Rail,6,5
SHIP_2512,2,Rainy,Tariff,0.98,Rail,2,3
SHIP_2513,9,Storm,Sanction,0.79,Sea,1,6
SHIP_2514,6,Clear,Tariff,0.58,Air,8,4
SHIP_2515,7,Storm,None,0.43,Rail,1,5
SHIP_2516,3,Snow,None,0.55,Rail,6,5
SHIP_2517,3,Rainy,Strike,0.42,Road,1,5
SHIP_2518,13,Rainy,None,0.37,Air,8,5
SHIP_2519,10,Clear,Strike,0.93,Sea,5,6
SHIP_2520,4,Clear,Tariff,1.0,Road,3,3
SHIP_2521,7,Rainy,None,0.41,Rail,5,5
SHIP_2522,11,Storm,Tariff,0.34,Road,1,5
SHIP_2523,6,Storm,None,0.53,Road,1,4
SHIP_2524,13,Snow,None,0.62,Rail,4,6
SHIP_2525,5,Storm,Strike,0.44,Air,9,8
SHIP_2526,11,Clear,Tariff,0.51,Air,9,5
SHIP_2527,3,Clear,None,0.44,Road,1,2
SHIP_2528,9,Storm,Sanction,0.84,Rail,3,6
SHIP_2529,11,Clear,Tariff,0.8,Sea,4,4
SHIP_2530,8,Rainy,Tariff,0.74,Road,2,4
SHIP_2531,12,Rainy,Tariff,0.57,Sea,7,8
SHIP_2532,3,Storm,Strike,0.94,Road,3,6
SHIP_2533,7,Rainy,Sanction,0.98,Road,1,3
SHIP_2534,9,Rainy,Tariff,0.42,Rail,1,4
SHIP_2535,8,Snow,None,0.46,Rail,3,5
SHIP_2536,2,Snow,None,0.67,Sea,6,5
SHIP_2537,6,Rainy,Strike,0.36,Sea,4,6
SHIP_2538,3,Storm,None,0.61,Air,1,3
SHIP_2539,7,Snow,Tariff,0.71,Rail,7,6
SHIP_2540,8,Clear,None,0.67,Road,2,1
SHIP_2541,8,Clear,Tariff,0.53,Road,5,3
SHIP_2542,4,Clear,None,0.68,Air,8,3
SHIP_2543,8,Storm,Sanction,0.97,Rail,7,7
SHIP_2544,6,Rainy,Strike,0.44,Road,8,7
SHIP_2545,9,Clear,Strike,0.76,Air,6,5
SHIP_2546,13,Storm,Sanction,0.33,Air,7,8
SHIP_2547,9,Snow,Sanction,0.35,Road,9,8
SHIP_2548,8,Rainy,Strike,0.69,Road,6,6
SHIP_2549,7,Snow,Sanction,0.37,Sea,9,8
SHIP_2550,3,Storm,Tariff,0.32,Rail,2,5
SHIP_2551,7,Clear,None,0.42,Sea,2,3
SHIP_2552,14,Clear,Strike,0.7,Air,2,5
SHIP_2553,13,Storm,Sanction,0.79,Road,6,8
SHIP_2554,12,Clear,Tariff,0.44,Sea,2,4
SHIP_2555,10,Rainy,Strike,0.77,Air,3,5
SHIP_2556,3,Storm,Sanction,0.43,Rail,8,7
SHIP_2557,2,Snow,Strike,0.73,Road,8,7
SHIP_2558,12,Storm,Sanction,0.59,Sea,4,8
SHIP_2559,14,Rainy,Strike,0.76,Rail,9,8
SHIP_2560,6,Rainy,Tariff,1.0,Sea,8,6
SHIP_2561,12,Storm,Tariff,0.96,Air,1,4
SHIP_2562,7,Storm,None,0.3,Rail,8,8
SHIP_2563,4,Clear,Strike,0.92,Sea,1,4
SHIP_2564,9,Rainy,None,0.35,Rail,4,5
SHIP_2565,8,Storm,Strike,0.97,Air,6,8
SHIP_2566,3,Storm,Sanction,0.5,Rail,7,7
SHIP_2567,13,Rainy,Sanction,0.57,Sea,4,6
SHIP_2568,8,Storm,None,0.36,Air,8,6
SHIP_2569,2,Clear,Strike,0.38,Road,8,6
SHIP_2570,10,Rainy,None,0.81,Sea,9,6
SHIP_2571,14,Clear,Tariff,0.96,Sea,6,6
SHIP_2572,8,Clear,None,0.73,Air,4,2
SHIP_2573,7,Clear,None,0.8,Air,2,2
SHIP_2574,14,Clear,Sanction,0.83,Road,7,6
SHIP_2575,3,Rainy,None,0.48,Sea,3,4
SHIP_2576,4,Clear,Strike,0.33,Air,3,4
SHIP_2577,2,Clear,Sanction,0.3,Road,3,3
SHIP_2578,11,Storm,None,0.55,Road,4,5
SHIP_2579,14,Rainy,Tariff,0.47,Air,2,5
SHIP_2580,6,Rainy,None,0.34,Sea,5,5
SHIP_2581,10,Snow,None,0.43,Rail,3,5
SHIP_2582,14,Rainy,None,0.39,Rail,5,6
SHIP_2583,7,Rainy,Sanction,0.94,Road,7,5
SHIP_2584,6,Snow,Strike,0.4,Rail,9,8
SHIP_2585,13,Rainy,Tariff,0.68,Rail,2,5
SHIP_2586,4,Rainy,None,0.72,Air,9,4
SHIP_2587,6,Rainy,Strike,0.68,Road,6,6
SHIP_2588,9,Rainy,Strike,0.37,Sea,6,8
SHIP_2589,13,Snow,Sanction,0.52,Road,3,6
SHIP_2590,3,Rainy,Tariff,0.34,Air,9,5
SHIP_2591,6,Rainy,Sanction,0.58,Rail,4,4
SHIP_2592,7,Snow,Strike,0.43,Sea,5,7
SHIP_2593,11,Storm,Strike,0.69,Road,3,7
SHIP_2594,9,Clear,Strike,0.78,Rail,5,6
SHIP_2595,9,Storm,Sanction,0.67,Road,8,8
SHIP_2596,6,Snow,Tariff,0.6,Sea,8,7
SHIP_2597,10,Clear,None,0.57,Road,8,4
SHIP_2598,5,Snow,Sanction,0.89,Road,6,5
SHIP_2599,13,Snow,Strike,0.45,Road,1,6
SHIP_2600,10,Rainy,Sanction,0.81,Rail,6,6
SHIP_2601,12,Clear,Strike,0.83,Sea,7,7
SHIP_2602,8,Rainy,None,0.59,Sea,9,6
SHIP_2603,7,Clear,None,0.51,Rail,8,4
SHIP_2604,5,Snow,Tariff,0.63,Rail,8,6
SHIP_2605,3,Snow,Strike,0.37,Rail,7,6
SHIP_2606,9,Storm,Tariff,0.33,Air,2,6
SHIP_2607,7,Clear,Tariff,0.38,Road,1,2
SHIP_2608,13,Rainy,None,0.43,Road,2,4
SHIP_2609,4,Storm,Sanction,0.65,Sea,6,7
SHIP_2610,8,Storm,Sanction,0.89,Road,2,5
SHIP_2611,11,Storm,Tariff,0.46,Air,4,6
SHIP_2612,8,Rainy,None,0.95,Rail,3,3
SHIP_2613,7,Storm,Strike,0.97,Sea,6,8
SHIP_2614,3,Rainy,Sanction,0.97,Sea,8,6
SHIP_2615,9,Storm,Tariff,0.89,Road,6,6
SHIP_2616,2,Rainy,Sanction,0.55,Sea,2,4
SHIP_2617,14,Snow,Sanction,0.35,Rail,5,8
SHIP_2618,2,Snow,Strike,0.7,Sea,6,6
SHIP_2619,7,Snow,None,0.69,Rail,9,6
SHIP_2620,6,Snow,Strike,0.89,Air,6,6
SHIP_2621,10,Snow,None,1.0,Air,5,4
SHIP_2622,14,Storm,Sanction,0.66,Rail,1,6
SHIP_2623,13,Storm,Tariff,0.54,Road,5,7
SHIP_2624,8,Storm,Strike,0.43,Sea,5,8
SHIP_2625,3,Rainy,None,0.3,Road,6,4
SHIP_2626,14,Rainy,Sanction,0.66,Sea,7,8
SHIP_2627,13,Rainy,None,0.69,Air,4,4
SHIP_2628,8,Rainy,None,0.88,Air,7,4
SHIP_2629,4,Snow,None,0.65,Air,5,4
SHIP_2630,2,Snow,Sanction,0.94,Sea,6,5
SHIP_2631,12,Snow,Tariff,0.74,Air,4,5
SHIP_2632,9,Clear,Tariff,0.89,Air,8,4
SHIP_2633,13,Storm,Tariff,0.4,Air,9,7
SHIP_2634,4,Rainy,None,0.9,Air,2,2
SHIP_2635,12,Rainy,Sanction,0.77,Road,4,5
SHIP_2636,9,Snow,None,0.42,Air,8,5
SHIP_2637,8,Rainy,Tariff,0.43,Air,8,5
SHIP_2638,13,Rainy,Tariff,0.95,Road,9,7
SHIP_2639,3,Storm,Sanction,0.32,Road,3,6
SHIP_2640,14,Snow,None,0.62,Sea,1,6
SHIP_2641,2,Storm,Strike,0.52,Rail,9,8
SHIP_2642,8,Clear,Strike,0.77,Air,1,4
SHIP_2643,14,Clear,Tariff,0.89,Air,3,3
SHIP_2644,2,Clear,Sanction,0.55,Air,3,3
SHIP_2645,7,Snow,None,0.6,Sea,9,6
SHIP_2646,14,Rainy,None,0.99,Air,1,4
SHIP_2647,12,Snow,Tariff,0.85,Rail,7,6
SHIP_2648,11,Snow,Tariff,0.93,Road,2,4
SHIP_2649,12,Rainy,None,0.61,Sea,7,6
SHIP_2650,11,Storm,None,0.46,Road,1,6
SHIP_2651,9,Clear,Tariff,0.59,Air,8,5
SHIP_2652,8,Storm,None,0.8,Air,2,4
SHIP_2653,5,Clear,Strike,0.38,Air,3,4
SHIP_2654,2,Snow,Tariff,0.49,Rail,8,6
SHIP_2655,2,Clear,None,0.33,Rail,3,2
SHIP_2656,5,Snow,Tariff,0.6,Sea,1,5
SHIP_2657,6,Storm,Sanction,0.88,Road,9,7
SHIP_2658,13,Snow,Tariff,0.32,Air,8,8
SHIP_2659,8,Storm,Tariff,0.77,Air,4,5
SHIP_2660,5,Rainy,Sanction,0.95,Air,8,5
SHIP_2661,11,Rainy,Strike,0.47,Air,5,7
SHIP_2662,13,Rainy,None,0.79,Rail,3,5
SHIP_2663,2,Snow,Sanction,0.98,Road,1,4
SHIP_2664,12,Rainy,Tariff,0.97,Road,5,5
SHIP_2665,11,Clear,None,0.46,Sea,6,5
SHIP_2666,8,Storm,Sanction,0.37,Rail,4,6
SHIP_2667,3,Storm,None,0.4,Air,7,5
SHIP_2668,14,Clear,None,0.79,Road,3,4
SHIP_2669,12,Snow,Sanction,0.81,Road,7,7
SHIP_2670,3,Snow,None,0.77,Rail,1,3
SHIP_2671,9,Storm,Strike,0.54,Sea,7,8
SHIP_2672,13,Rainy,Sanction,0.42,Sea,1,6
SHIP_2673,11,Snow,Strike,0.71,Air,1,6
SHIP_2674,11,Snow,Tariff,0.64,Sea,2,5
SHIP_2675,11,Clear,None,0.81,Road,2,3
SHIP_2676,6,Clear,Tariff,0.61,Sea,4,4
SHIP_2677,11,Rainy,Tariff,0.54,Air,1,3
SHIP_2678,3,Snow,None,0.51,Road,4,4
SHIP_2679,6,Snow,Sanction,0.45,Sea,2,6
SHIP_2680,9,Clear,None,0.49,Sea,4,3
SHIP_2681,7,Snow,Tariff,0.37,Rail,4,5
SHIP_2682,4,Storm,Tariff,0.54,Air,9,7
SHIP_2683,9,Clear,Sanction,0.33,Sea,9,7
SHIP_2684,10,Rainy,None,0.43,Rail,1,4
SHIP_2685,6,Clear,Tariff,0.82,Road,5,3
SHIP_2686,14,Snow,Strike,0.53,Rail,7,8
SHIP_2687,3,Rainy,Tariff,0.77,Rail,4,4
SHIP_2688,3,Clear,Tariff,0.8,Sea,5,3
SHIP_2689,8,Storm,Sanction,0.71,Sea,2,6
SHIP_2690,2,Storm,Strike,0.97,Sea,3,7
SHIP_2691,11,Clear,Tariff,0.32,Rail,7,5
SHIP_2692,13,Storm,Tariff,0.82,Road,7,7
SHIP_2693,3,Storm,Strike,0.97,Air,4,6
SHIP_2694,11,Storm,None,0.9,Rail,1,4
SHIP_2695,5,Rainy,None,0.42,Sea,1,3
SHIP_2696,2,Storm,Tariff,0.53,Air,4,5
SHIP_2697,5,Storm,Tariff,0.42,Road,4,6
SHIP_2698,14,Storm,None,0.72,Air,6,6
SHIP_2699,13,Rainy,Sanction,0.8,Sea,7,7
SHIP_2700,12,Clear,Strike,0.52,Rail,9,7
SHIP_2701,14,Snow,Strike,0.68,Rail,9,9
SHIP_2702,11,Storm,Sanction,0.78,Sea,5,7
SHIP_2703,6,Clear,Sanction,0.59,Rail,3,3
SHIP_2704,10,Storm,Sanction,0.9,Sea,3,7
SHIP_2705,2,Rainy,Sanction,0.84,Rail,6,5
SHIP_2706,13,Clear,Sanction,0.35,Rail,1,5
SHIP_2707,6,Rainy,Sanction,0.73,Rail,7,5
SHIP_2708,3,Storm,Strike,0.46,Road,3,7
SHIP_2709,10,Storm,Sanction,0.69,Road,5,7
SHIP_2710,7,Rainy,None,0.97,Sea,7,5
SHIP_2711,3,Snow,Sanction,0.92,Road,7,5
SHIP_2712,4,Rainy,Sanction,0.58,Sea,9,7
SHIP_2713,9,Storm,Strike,0.5,Air,1,6
SHIP_2714,2,Rainy,Strike,0.46,Air,3,5
SHIP_2715,13,Snow,Sanction,0.67,Road,9,8
SHIP_2716,4,Rainy,Strike,0.38,Air,8,6
SHIP_2717,14,Snow,Tariff,0.68,Air,2,5
SHIP_2718,11,Snow,Strike,0.3,Rail,8,8
SHIP_2719,2,Rainy,Strike,0.53,Rail,8,6
SHIP_2720,12,Rainy,Strike,0.45,Sea,2,6
SHIP_2721,12,Clear,Strike,0.98,Air,8,5
SHIP_2722,9,Storm,None,0.81,Sea,3,6
SHIP_2723,2,Snow,None,0.54,Sea,7,6
SHIP_2724,14,Clear,None,0.36,Air,9,6
SHIP_2725,6,Rainy,Sanction,0.66,Road,4,5
SHIP_2726,5,Storm,Sanction,0.45,Air,6,7
SHIP_2727,8,Clear,Tariff,0.68,Rail,9,6
SHIP_2728,6,Snow,None,0.88,Air,5,5
SHIP_2729,9,Clear,Sanction,0.73,Road,1,3
SHIP_2730,13,Snow,Strike,0.74,Sea,3,7
SHIP_2731,12,Rainy,Strike,0.68,Sea,9,8
SHIP_2732,2,Storm,None,0.95,Rail,3,4
SHIP_2733,6,Storm,Tariff,0.95,Rail,2,5
SHIP_2734,5,Storm,Tariff,0.66,Rail,4,5
SHIP_2735,4,Rainy,Strike,0.51,Sea,5,7
SHIP_2736,6,Snow,Tariff,0.62,Rail,7,6
SHIP_2737,11,Rainy,None,0.43,Air,7,6
SHIP_2738,4,Storm,Strike,0.75,Sea,9,9
SHIP_2739,9,Rainy,Sanction,0.65,Road,8,7
SHIP_2740,14,Rainy,Sanction,0.37,Sea,2,7
SHIP_2741,4,Rainy,Tariff,0.44,Air,8,5
SHIP_2742,2,Snow,Strike,0.64,Air,8,7
SHIP_2743,10,Clear,Strike,0.92,Rail,5,6
SHIP_2744,10,Clear,Sanction,0.7,Sea,3,5
SHIP_2745,7,Rainy,Strike,0.78,Sea,9,7
SHIP_2746,11,Clear,Strike,0.54,Sea,7,7
SHIP_2747,2,Clear,Strike,0.7,Road,1,3
SHIP_2748,9,Rainy,Tariff,0.61,Rail,8,7
SHIP_2749,3,Rainy,Strike,0.76,Air,5,4
SHIP_2750,10,Storm,None,0.34,Air,6,7
SHIP_2751,9,Clear,Tariff,0.65,Rail,9,6
SHIP_2752,4,Snow,Strike,0.51,Air,8,6
SHIP_2753,14,Rainy,Strike,0.53,Air,3,6
SHIP_2754,6,Storm,None,0.97,Rail,5,5
SHIP_2755,10,Snow,Tariff,0.43,Air,4,5
SHIP_2756,14,Clear,Sanction,0.52,Sea,1,5
SHIP_2757,2,Storm,Sanction,0.66,Road,5,6
SHIP_2758,10,Rainy,Tariff,0.9,Rail,7,5
SHIP_2759,5,Snow,Strike,0.59,Road,1,6
SHIP_2760,5,Rainy,Strike,0.82,Air,4,4
SHIP_2761,5,Clear,Sanction,0.9,Air,6,4
SHIP_2762,11,Snow,Sanction,0.52,Sea,9,8
SHIP_2763,13,Clear,Sanction,0.57,Rail,8,7
SHIP_2764,10,Clear,None,0.55,Air,2,3
SHIP_2765,7,Storm,Sanction,0.88,Rail,3,6
SHIP_2766,12,Rainy,None,0.33,Rail,5,5
SHIP_2767,9,Snow,Tariff,0.52,Rail,7,6
SHIP_2768,13,Clear,Strike,0.78,Rail,3,5
SHIP_2769,5,Clear,Sanction,0.7,Rail,7,5
SHIP_2770,4,Snow,Strike,0.61,Road,5,6
SHIP_2771,2,Clear,Strike,0.68,Sea,6,5
SHIP_2772,11,Storm,Sanction,0.44,Rail,6,8
SHIP_2773,8,Storm,Sanction,0.6,Road,4,6
SHIP_2774,5,Storm,Tariff,0.65,Air,8,6
SHIP_2775,9,Storm,None,0.93,Rail,9,6
SHIP_2776,4,Clear,None,0.48,Air,2,2
SHIP_2777,2,Snow,Strike,0.91,Rail,9,7
SHIP_2778,6,Snow,Sanction,0.75,Road,4,5
SHIP_2779,3,Snow,Tariff,0.31,Road,6,6
SHIP_2780,4,Snow,Tariff,0.81,Road,7,5
SHIP_2781,7,Rainy,Tariff,0.32,Sea,4,4
SHIP_2782,4,Snow,Tariff,1.0,Air,8,5
SHIP_2783,4,Rainy,Tariff,0.91,Sea,8,5
SHIP_2784,13,Rainy,None,0.51,Rail,1,4
SHIP_2785,7,Storm,None,0.48,Air,8,6
SHIP_2786,6,Rainy,None,0.57,Road,3,4
SHIP_2787,11,Clear,Sanction,0.55,Air,5,5
SHIP_2788,10,Rainy,Strike,0.56,Road,8,7
SHIP_2789,2,Storm,Tariff,0.52,Sea,6,6
SHIP_2790,14,Rainy,Sanction,0.73,Sea,4,7
SHIP_2791,4,Clear,Tariff,0.41,Road,4,3
SHIP_2792,4,Clear,None,0.89,Road,4,2
SHIP_2793,12,Clear,Sanction,0.87,Rail,6,5
SHIP_2794,7,Storm,None,0.63,Sea,7,7
SHIP_2795,9,Storm,Tariff,0.9,Sea,5,6
SHIP_2796,4,Snow,Tariff,0.47,Rail,8,7
SHIP_2797,4,Storm,Strike,0.31,Sea,7,8
SHIP_2798,7,Clear,Tariff,0.73,Road,8,4
SHIP_2799,9,Clear,None,0.62,Air,4,3
SHIP_2800,7,Storm,Tariff,0.7,Air,8,6
SHIP_2801,14,Rainy,Strike,0.93,Sea,6,7
SHIP_2802,13,Storm,Strike,0.98,Rail,3,7
SHIP_2803,11,Storm,None,0.74,Road,8,7
SHIP_2804,4,Clear,Sanction,0.83,Air,7,4
SHIP_2805,5,Snow,Tariff,0.36,Road,5,4
SHIP_2806,2,Clear,Strike,0.41,Sea,4,5
SHIP_2807,14,Snow,Tariff,0.81,Sea,1,5
SHIP_2808,9,Clear,Tariff,0.6,Air,3,3
SHIP_2809,5,Storm,Sanction,0.61,Sea,2,6
SHIP_2810,7,Clear,Strike,0.52,Rail,8,5
SHIP_2811,12,Clear,Tariff,0.73,Sea,8,6
SHIP_2812,4,Clear,Strike,0.43,Sea,5,5
SHIP_2813,12,Storm,None,0.74,Sea,5,7
SHIP_2814,13,Storm,None,0.42,Road,4,6
SHIP_2815,12,Storm,Tariff,0.34,Road,1,5
SHIP_2816,7,Storm,Strike,0.53,Air,1,5
SHIP_2817,13,Snow,Tariff,0.46,Air,6,7
SHIP_2818,12,Snow,Strike,0.92,Air,4,6
SHIP_2819,10,Rainy,Strike,0.34,Sea,4,6
SHIP_2820,10,Storm,Sanction,0.42,Road,3,7
SHIP_2821,11,Snow,Sanction,0.68,Rail,9,8
SHIP_2822,4,Clear,Sanction,0.64,Sea,3,4
SHIP_2823,4,Storm,Tariff,0.33,Sea,8,8
SHIP_2824,5,Rainy,Sanction,0.31,Sea,2,5
SHIP_2825,13,Rainy,Sanction,0.99,Rail,4,6
SHIP_2826,8,Rainy,None,0.76,Air,1,3
SHIP_2827,4,Clear,Strike,0.56,Rail,5,4
SHIP_2828,11,Snow,Strike,0.63,Air,2,7
SHIP_2829,9,Clear,Sanction,0.49,Rail,1,4
SHIP_2830,12,Storm,Strike,0.54,Road,1,7
SHIP_2831,9,Rainy,None,0.75,Sea,2,4
SHIP_2832,7,Clear,None,0.92,Sea,5,4
SHIP_2833,5,Clear,Sanction,0.43,Sea,9,6
SHIP_2834,12,Snow,None,0.89,Air,6,5
SHIP_2835,13,Snow,Strike,0.39,Rail,4,8
SHIP_2836,12,Rainy,Tariff,0.45,Road,3,5
SHIP_2837,6,Clear,Strike,0.33,Rail,8,7
SHIP_2838,13,Clear,Tariff,0.4,Sea,3,5
SHIP_2839,3,Snow,Sanction,0.94,Road,1,4
SHIP_2840,14,Clear,Tariff,0.62,Road,4,5
SHIP_2841,7,Clear,None,0.35,Sea,5,4
SHIP_2842,4,Clear,Strike,0.97,Rail,5,5
SHIP_2843,7,Snow,Tariff,0.92,Sea,5,6
SHIP_2844,13,Rainy,Strike,0.83,Rail,8,8
SHIP_2845,6,Storm,Sanction,0.95,Road,8,7
SHIP_2846,3,Rainy,Sanction,0.45,Road,4,4
SHIP_2847,13,Storm,None,0.89,Sea,9,8
SHIP_2848,14,Clear,Sanction,0.78,Road,1,4
SHIP_2849,6,Rainy,Tariff,0.91,Air,5,4
SHIP_2850,6,Storm,Sanction,0.86,Road,5,6
SHIP_2851,10,Snow,None,0.54,Air,5,5
SHIP_2852,12,Snow,Strike,0.84,Road,8,8
SHIP_2853,9,Rainy,Strike,0.48,Sea,9,8
SHIP_2854,13,Rainy,Sanction,0.53,Sea,3,6
SHIP_2855,13,Clear,Tariff,0.38,Air,9,6
SHIP_2856,8,Rainy,None,0.95,Sea,8,5
SHIP_2857,13,Clear,Tariff,0.5,Road,3,4
SHIP_2858,14,Clear,None,0.66,Road,2,3
SHIP_2859,4,Snow,Sanction,0.57,Sea,4,6
SHIP_2860,11,Snow,None,0.97,Road,2,4
SHIP_2861,5,Storm,None,0.53,Rail,4,5
SHIP_2862,7,Snow,Sanction,0.84,Rail,5,6
SHIP_2863,4,Snow,Tariff,0.9,Road,2,3
SHIP_2864,12,Rainy,Sanction,0.6,Sea,8,8
SHIP_2865,10,Snow,None,0.56,Air,1,4
SHIP_2866,9,Storm,Sanction,0.82,Sea,3,6
SHIP_2867,7,Rainy,None,0.94,Air,7,3
SHIP_2868,5,Storm,Sanction,0.83,Sea,1,5
SHIP_2869,8,Snow,Strike,0.46,Road,2,6
SHIP_2870,14,Storm,Strike,0.92,Rail,3,8
SHIP_2871,12,Rainy,Sanction,0.57,Sea,2,6
SHIP_2872,4,Clear,Tariff,0.7,Air,2,2
SHIP_2873,11,Storm,None,0.88,Rail,6,6
SHIP_2874,9,Storm,Strike,0.43,Air,7,8
SHIP_2875,2,Rainy,Tariff,0.85,Road,6,5
SHIP_2876,4,Rainy,None,0.72,Rail,6,4
SHIP_2877,12,Storm,Strike,0.93,Air,9,9
SHIP_2878,6,Snow,Strike,0.42,Sea,8,8
SHIP_2879,6,Storm,Sanction,0.59,Road,8,7
SHIP_2880,11,Rainy,None,0.88,Road,6,5
SHIP_2881,3,Clear,Tariff,0.31,Road,5,4
SHIP_2882,11,Clear,Tariff,0.38,Sea,9,5
SHIP_2883,9,Snow,Tariff,0.99,Sea,2,5
SHIP_2884,6,Storm,None,0.5,Rail,7,7
SHIP_2885,8,Clear,Tariff,0.98,Sea,6,4
SHIP_2886,8,Storm,Tariff,0.43,Rail,7,6
SHIP_2887,6,Rainy,Tariff,0.55,Road,4,4
SHIP_2888,9,Clear,Sanction,0.83,Rail,9,6
SHIP_2889,10,Snow,Sanction,0.76,Air,7,7
SHIP_2890,5,Rainy,None,0.71,Road,2,3
SHIP_2891,5,Snow,None,0.67,Road,4,4
SHIP_2892,9,Rainy,Tariff,0.89,Rail,5,4
SHIP_2893,2,Clear,Sanction,0.46,Road,2,3
SHIP_2894,5,Snow,Strike,0.61,Sea,8,8
SHIP_2895,7,Snow,Strike,0.41,Air,1,5
SHIP_2896,14,Rainy,Tariff,0.72,Rail,3,5
SHIP_2897,5,Snow,Tariff,0.48,Rail,1,4
SHIP_2898,7,Rainy,Sanction,0.53,Road,5,5
SHIP_2899,6,Rainy,Sanction,0.63,Sea,8,7
SHIP_2900,10,Rainy,Sanction,0.32,Road,7,6
SHIP_2901,11,Rainy,None,0.36,Road,9,6
SHIP_2902,10,Clear,None,0.78,Rail,2,3
SHIP_2903,5,Rainy,Tariff,0.6,Road,8,5
SHIP_2904,14,Storm,None,0.91,Air,8,7
SHIP_2905,5,Snow,Sanction,0.79,Road,6,6
SHIP_2906,13,Storm,Sanction,0.31,Road,3,7
SHIP_2907,9,Clear,None,0.73,Rail,2,3
SHIP_2908,11,Storm,Strike,0.37,Road,8,9
SHIP_2909,5,Snow,Tariff,0.85,Sea,6,6
SHIP_2910,3,Storm,Strike,0.99,Rail,4,6
SHIP_2911,14,Clear,Tariff,0.67,Road,5,5
SHIP_2912,14,Rainy,Strike,0.78,Air,5,6
SHIP_2913,3,Storm,None,0.47,Air,9,5
SHIP_2914,2,Clear,Tariff,0.61,Rail,9,4
SHIP_2915,6,Clear,Tariff,0.9,Rail,8,4
SHIP_2916,7,Snow,Tariff,0.42,Road,8,6
SHIP_2917,10,Snow,Sanction,0.49,Sea,2,6
SHIP_2918,6,Storm,Sanction,0.61,Road,3,5
SHIP_2919,14,Rainy,Strike,0.8,Air,8,7
SHIP_2920,7,Clear,None,0.56,Sea,5,4
SHIP_2921,7,Storm,Sanction,0.95,Sea,7,8
SHIP_2922,4,Clear,Tariff,0.37,Sea,8,6
SHIP_2923,13,Clear,Sanction,0.56,Road,6,5
SHIP_2924,5,Rainy,None,0.8,Air,5,3
SHIP_2925,2,Rainy,Sanction,0.46,Rail,8,6
SHIP_2926,5,Storm,Tariff,0.76,Road,1,4
SHIP_2927,2,Rainy,Strike,0.41,Rail,1,4
SHIP_2928,6,Rainy,Tariff,0.34,Sea,1,4
SHIP_2929,12,Storm,None,0.38,Sea,3,5
SHIP_2930,12,Rainy,Strike,0.95,Road,6,7
SHIP_2931,9,Snow,Sanction,0.69,Air,6,6
SHIP_2932,9,Clear,Sanction,0.86,Sea,5,5
SHIP_2933,6,Clear,Sanction,0.53,Rail,7,5
SHIP_2934,11,Clear,Strike,0.71,Rail,5,6
SHIP_2935,3,Clear,Tariff,0.65,Road,2,2
SHIP_2936,13,Storm,Strike,0.96,Rail,4,7
SHIP_2937,7,Clear,Strike,0.82,Air,1,4
SHIP_2938,2,Clear,None,0.81,Sea,7,4
SHIP_2939,8,Clear,Strike,0.33,Rail,4,6
SHIP_2940,12,Clear,Sanction,0.68,Rail,4,5
SHIP_2941,5,Snow,Tariff,0.63,Sea,4,6
SHIP_2942,6,Clear,Tariff,0.95,Road,3,4
SHIP_2943,7,Snow,Tariff,0.48,Rail,8,6
SHIP_2944,12,Storm,Sanction,0.49,Road,4,7
SHIP_2945,2,Rainy,Sanction,0.59,Road,8,6
SHIP_2946,10,Clear,Sanction,0.47,Rail,9,6
SHIP_2947,11,Rainy,Sanction,0.39,Air,1,4
SHIP_2948,5,Rainy,Sanction,0.9,Road,4,4
SHIP_2949,9,Storm,Strike,0.69,Rail,6,8
SHIP_2950,6,Rainy,Sanction,0.9,Road,8,6
SHIP_2951,12,Snow,Sanction,0.88,Sea,6,7
SHIP_2952,9,Rainy,Sanction,0.5,Air,6,5
SHIP_2953,2,Rainy,Sanction,0.68,Air,4,4
SHIP_2954,9,Rainy,Tariff,0.36,Sea,9,8
SHIP_2955,12,Clear,Sanction,0.94,Sea,7,6
SHIP_2956,14,Clear,Strike,0.58,Road,6,6
SHIP_2957,12,Snow,Strike,0.58,Sea,1,6
SHIP_2958,5,Snow,Strike,0.51,Air,2,5
SHIP_2959,3,Clear,None,0.62,Sea,6,4
SHIP_2960,12,Snow,Tariff,0.48,Rail,1,5
SHIP_2961,7,Clear,Sanction,0.56,Rail,5,5
SHIP_2962,3,Storm,None,0.86,Road,1,3
SHIP_2963,6,Rainy,Sanction,0.88,Air,3,4
SHIP_2964,3,Rainy,None,0.51,Rail,7,5
SHIP_2965,4,Snow,None,0.63,Sea,5,5
SHIP_2966,12,Clear,Strike,0.91,Rail,1,4
SHIP_2967,7,Clear,Strike,0.34,Rail,1,5
SHIP_2968,2,Snow,None,0.92,Road,8,4
SHIP_2969,7,Clear,Strike,0.45,Sea,9,7
SHIP_2970,4,Storm,None,0.77,Sea,7,6
SHIP_2971,8,Rainy,Tariff,0.71,Sea,3,4
SHIP_2972,3,Snow,Strike,0.69,Road,6,6
SHIP_2973,7,Snow,Strike,0.9,Sea,3,6
SHIP_2974,9,Clear,Strike,0.37,Sea,4,6
SHIP_2975,2,Snow,Tariff,0.54,Rail,4,4
SHIP_2976,12,Storm,None,0.68,Rail,3,6
